"ID","Created Date","Updated Date","Owner","capitulo","Nome","Ensinamento","Desc. Personagem","Ocupação","Significado","Local","Resumo do Cap. (84000.co)","Cap. FILE NAME","Cap. URL","QR Code URL","LINK MODEL"
"2cb6df84-55f0-4d45-a2a5-eb46a9a17050","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","23","Sarvagamin","The conduct of the ""omnipresent"" bodhisattva and the samādhi of the ""light of all portals."" Sarvagamin teaches that his practice is to go everywhere, manifesting himself in perfectly adapted ways to guide all kinds of beings, from those who aspire to Mahāyāna to the followers of the 96 different heretical views, leading each to their own level of ripening.","At dusk, Sudhana finds Sarvagamin at the top of a bright hill, being revered by ten thousand Brahmins that circulate it.","Mendicant","The one who goes everywhere","The top of the Sulabha hill, near the town of Tosala, in the land of amitosala.","After a long trip, Sudhana arrives in the town of Tosala on Earth called Amitosala. Having sought through the city, he goes to a bright hill called Sulabha north of the city. In his summit, he finds Sarvagamin being honored by ten thousand Brahumnes. Sarvagamin describes how, through the samādhi called the light of the practice of all portals, he can benefit beings in many ways in many worlds.","23 SARVAGAMIN Stem Array.pdf","https://drive.google.com/file/d/1V84Td7uVeuhqhUKwSNKL8CHMZ2eyUza0/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=23","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo23.glb"
"31d9ba4f-36c1-439e-940f-f93a9e9c0659","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","47","Śilpābhijña","The liberation of Bodhisattva called ""Higher Knowledge of the Arts."" The core of the teaching is how the most fundamental practice—the study of the alphabet—becomes a portal for the perfection of wisdom. Śilpābhijña demonstrates how the recitation of each of the 42 letters of the alphabet (A, Ra, Pa, Ca, Na, etc.) led him to attain a specific and profound ""portal for the perfection of wisdom,"" each with a poetic and esoteric name (e.g., ""the vajra field,"" ""the essence of the ocean,"" ""the cessation of all torment"").","Following the orientation of Viśvāmitra, Sudhana goes to śilpābhijña and, after formal greetings, asks to be instructed about the conduct of Bodhisattva.","Letter","Artist","Not specified, but Sudhana finds him after talking to Viśvāmitra.","Śilpābhijña tells Sudhana that he has reached the Bodhisattvic liberation called the Higher Knowledge of the Arts and describes the various achievements of the perfection of the wisdom he has achieved through the recitation of the letters of the Arapacan alphabet.","47 ŚILPĀBHIJÑA Stem Array.pdf","https://drive.google.com/file/d/1US-CI_jW82V6-eW1wfG6MPK3u7omKcYX/view?usp=drive_link,","https://technosutra21.github.io/technosutra/?model=47","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo47.glb"
"31efb807-9dcb-4dfd-ad40-8292d9cbfe07","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","55","Manjushri","The teaching is a final encouragement. Mañjuśrī praises Sudhana, saying ""well done, well done!"", And explains that those with weak faith, tired minds, little diligence, or that they are not careful by kalyāṇamitras, would not be able to know the true nature of phenomena or enter the kind of path and field of activity that Sudhana experienced.","After leaving Maitreya, Sudhana is in the city of Sumanāmukha, thinking and looking for Mañjuśrī, aspiring to see him.","Bodhisattva","Lord of Wisdom","Sudhana is in the city of Sumanāmukha, while Mañjuśrī is at a distance of 110 Yojanas.","Sudhana passes percent and ten cities until she reaches a district named Sumanāmukha. Mañjuśrī is far one hundred and ten Yojanas, but extends her hand and puts her over Sudhana's head praising him, teaches and blesses, so that Sudhana gets many achievements.","55 MAÑJUŚRĪ Stem Array.pdf","https://drive.google.com/file/d/1309vcohQoA9cXI5n6oPP8hz49nUqjiyP/view?usp=drive_link,","https://technosutra21.github.io/technosutra/?model=55","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo55.glb"
"3a397dd5-7ea6-45e1-85eb-139190f0a547","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","16","Jayoṣmāyatana","The liberation of the bodhisattva called ""the incessant display of the Treasury of Merit."" This teaching demonstrates the power of unlimited generosity, showing that the merit of a bodhisattva can manifest as an inexhaustible source that satisfies all the physical and spiritual needs of all beings without ever being depleted.","Sudhana finds Prabhūtā, a young maiden of stunning beauty, sitting in a house that, while simple, can accommodate an infinite number of beings.","Lay woman","Abundant","A house in the city of Samudra-Pratiṣṭhāna.","Sudhana encontra a jovem Prabhūtā em uma casa maravilhosa, vestindo um simples manto branco e sem jóias, com apenas um pequeno pote diante de si e nenhuma outra provisão em sua casa. Dez mil belas donzelas estão presentes como suas assistentes. Ela diz a Sudhana que alcançou a liberação bodhisattvica chamada a exibição incessante do tesouro do mérito. Através disso, ela é capaz de fornecer a incontáveis seres, em todas as direcções, tudo o que desejarem do seu pequeno pote.","16 PRABHŪTĀ Stem Array.pdf","https://drive.google.com/file/d/1w4KsT08gEWVgqk8rm13D6t4I_pLSVLNY/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=16","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo16.glb"
"3a836769-2bb2-4290-ac96-9bf228a39ce8","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","54","Maitreya","The liberation of the bodhisattva called ""the treasury of knowledge that arises from entering all samādhi fields and which is in accordance with the field of wisdom without impediments."" Instead of a speech, Maitreya teaches through a direct experience. He snaps his fingers, the pavilion doors open, and he invites Sudhana to enter. The instruction is the vision itself within the tower.","Sudhana arrives at the Great Pavilion portal and, understanding that she is the home of a great Bodhisattva, engages in a long and deep meditation and reverence, praising the pavilion with an extensive series of reflections and a long poem of 55 verses.","Bodhisattva","Love friend","The Great Pavilion (Kūṭāgāra) called Vairocana-Vyūhālaṃkāra-Garbha, inside Mahāvyūha Park, in the province of Samudrakaccha.","Sudhana, in a state of great spiritual achievement, prostrates himself at the door of Kūṭāgāra called Vairocanavyūhūhālaṃkāragarbha and then circle many hundreds of thousands of times. He first lists in prose and then in verse the many inconceivable qualities of the bodhisattvas who have this kūṭāgāra as their residence. Then he sees Maitreya coming with a vast entourage. Maitreya welcomes him in verse, praising him, describing his motivation to come there and giving him instructions.","54 MAITREYA Stem Array.pdf","https://drive.google.com/file/d/13QCNAUv9uAnZh05Q4Sg4rs-Dkr5zYchz/view?usp=drive_link,","https://technosutra21.github.io/technosutra/?model=54","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo54.glb"
"3a869271-9126-438a-a134-f42e95f0592e","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","49","Muktāsāra","Muktāsāra claims to know the liberation of the bodhisattva called ""The Display of Pure and Unimpeded Memory."" He adds that he continually seeks the Dharma at the feet of the tathāgatas in the ten directions.","Sudhana travels to the city of Bharukaccha, finds the goldsmith Muktāsāra, pays the honors and asks her question about how a bodhisattva should train.","Goldsmith","Essence of Liberation","The city of Bharukaccha, in the southern region.","Sudhana finds the Muktāsāra goldsmiths in southern Bharukaccha. Muktāsāra says he has reached the bodhisattvic liberation called Pure and Unimpeded Memory Display, and continually seeks Dharma at the feet of the tathāgatas in the ten directions.","49 MUKTĀSĀRA Stem Array.pdf","https://drive.google.com/file/d/11UHAwjXBhI6mY9mBuUa9d_cysRw6EC6a/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=49","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo49.glb"
"3de163fe-7bb6-411e-9af3-8dbc2f0ca059","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","39","Sarvanagarakrakṣāsaṃbhavatejaḥśrī","The liberation of the bodhisattva called ""entry into beautiful sounds and profound manifestations."" This liberation allows her to act as a `dharmabhāṇaka` (Dharma preacher) at an unimpeded level. Her practice is based on ten profound understandings of the realm of phenomena (dharmadhātu) and the mastery of ten thousand portals of mental retention (dhāraṇīs) to teach the Dharma, guide all beings, and preserve the lineage of the tathāgatas.","Sudhana approaches the goddess, whose body manifests simultaneously in all directions, appearing before all beings in forms adapted to guide and mature them.","Night goddess","The glory of the splendor born of the protection of all cities","Sudhana finds her sitting on a great lotus throne, with a sequin of countless goddesses of the night.","Sudhana vê a deusa da noite Sarvanagararakṣāsaṃbhavatejaḥśrī sentada em um trono de lótus e tendo um corpo que pode aparecer e se comunicar com todos os seres. Ela diz a ele que alcançou a liberação bodhisattvica chamada entrada em belos sons e manifestações profundas. Ela descreve como guia os seres, ensinando o Dharma de várias maneiras, e como vê o reino dos fenômenos de dez maneiras e ensina através de milhares de poderes de retenção mental, dez dos quais ela lista.","39 SARVANAGARARAKṢĀSAṂBHAVATEJAḤŚRĪ Stem Array.pdf","https://drive.google.com/file/d/1MpF-hIcWTaSFsUo-0yF8euMmwL3rf4Gt/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=39","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo39.glb"
"485f537e-714b-4b13-b1b9-676186e7dfef","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","38","Praśantarutasāgaravatī","The liberation of the bodhisattva called ""the manifestation at each mental moment of the arising of the power of vast joy."" The central teaching is that a bodhisattva's joy arises from the contemplation of the vastness of buddha activity and their own ability to benefit beings. She explains that her practice is to eliminate suffering and unhappiness and then guide beings to the delight of the Dharma, culminating in the supreme happiness of omniscience.","Sudhana finds the next goddess of the night, whose name means ""the one whose sound is peaceful as the ocean,"" and she teaches him about the joy that arises from the vision of Buddha activity.","Night goddess","The one that has the ocean of peaceful sounds","In the bodhimaṇḍa.","Sudhana goes straight to the goddess of the night for the Tarutasāgaravatī, who says she has reached the bodhisattvic liberation called the manifestation at each moment of the mind of the arising of the power of the vast delight. She explains that she teaches Dharma everywhere in various ways to beings and can see all the bodhisattvas wherever they are and whatever they are doing. In particular, she sees the Buddha, whom she calls Vairocana, who at every moment radiates rays of light everywhere that assume various forms to guide beings, and seeing this gives her great pleasure.","38 PRAŚANTARUTASĀGARAVATĪ Stem Array.pdf","https://drive.google.com/file/d/15tyjojZnCqiRGA5xid3poDrtBIoWpgwi/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=38","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo38.glb"
"48897e6c-e4ed-4996-8de9-2cff93ff35f6","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","22","Calm","Acalā teaches the liberation called ""the essence of wisdom difficult to achieve"" and the ""tireless pursuit of the Dharma."" Her central teaching is about the strength of an unwavering initial aspiration. She tells how, in a past life countless kalpas ago, the vision of Buddha Pralambabāhu inspired her to develop such a powerful motivation that since then she has never had a thought of desire, anger, or ego, not even in dreams or in the state between lives.","Sudhana finds calm at her parents' house.","Lay woman","Still, firm","The city of Stthirā.","Sudhana arrives in the city of Sthirā and finds the upāsikā caliā at home with her parents, in a house that shines with a golden light that makes Sudhana enter states of samādhi. She is extremely beautiful, shining with light, and has an exceptional aroma. Acalā describes your past life like a princess during the time of Buddha Pralambabāhu. One night she saw him shining in the sky and has since followed his instructions for many Kalpas.","22 ACALĀ Stem Array.pdf","https://drive.google.com/file/d/1O95SwV5Drgwv6MiH4KFvES4ySxTMJoar/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=22","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo22.glb"
"49535b88-d4a2-4320-b9d6-32eae335d43b","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","13","Maitrayaṇī","The portal for the perfection of wisdom called ""the full display."" This teaching is a direct experience that reveals how a kalyāṇamitra can contain and reflect the entire Dharma, serving as a portal for countless other teachings.","Sudhana arrives at an inconceivable magnificence palace, with crystal floors and sparkling pillars.","Girl","Female friendship","Vairocana-Garbha Palace (""Vairocana Lighting Matrix) in the city of Siṃha-Vijṛmbhita.","Sudhana meets Princess Maitrayaṇī with an entourage of five hundred maidens in a miracle palace. She instructs Sudhana to look around the palace, and he sees countless buddhas in each object. She tells Sudhana that she has reached the entrance portal to the perfection of wisdom called the full display of memory.","13 MAITRAYAṆĪ Stem Array.pdf","https://drive.google.com/file/d/1iOVZZm6vzqPfAwVpjr5z7XOf7RiqlJbz/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=13","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo13.glb"
"4ab7d898-8ded-440d-86f6-b38866cb1102","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","48","Bhadrottamam","Bhadrottamam claims that he knows and teaches a Dharma teaching called ""The Field Without Location."" It reached a samādhi (meditative state) called ""without impediments"" (Unimpeded).","Sudhana travels to the city of Vartanaka, approaches Bhadrottamam, pays the usual honors and asks to be taught about the conduct of Bodhisattva.","Lay woman","Excellent supreme woman","The city called Vartanaka in the Kevalaka region.","Sudhana finds bhadrottamam, described simply as a kalyāṇamitra. She states that she has reached the samādhi called the Unimpeded, through which she has unimpeded meanings and other attributes of omniscience.","48 BHADROTTAMĀ.pdf","https://drive.google.com/file/d/1jV5ZY9LvrniDIdS5GWV9xlmVGxA7ODwT/view?usp=drive_link,","https://technosutra21.github.io/technosutra/?model=48","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo48.glb"
"51f92d3d-fc35-4209-b27d-d97da989a9e9","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","14","SUDARśANA","The liberation of the bodhisattva called the ""wisdom lamp that is never extinguished."" The teaching demonstrates how a single aspiration, maintained with dedication through countless lives, can unify practice and culminate in a simultaneous vision of all buddha realms, teachings, and conduct.","Standing meditation in the forest","Mendicant","Beautiful to see","A dense forest in the land of Trinayana.","After a long search, Sudhana finds the monk Sudarśana assisted by devas while practicing meditation walking in a forest. He tells Sudhana that during his life he was a student of numerous buddhas for vast periods of time and perceives countless buddhas while practicing his meditation walking. However, his knowledge is limited to this bodhisattvic liberation called the wisdom lamp that never extinguishes.","14 SUDARŚANA Stem Array.pdf","https://drive.google.com/file/d/1dMKRZBDONzsv_qoP2fNLtpaIs1hH_pdY/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=14","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo14.glb"
"5697bc9a-c3f9-4c29-ac7e-43e7580e4b2e","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","24","UTPalabhūti","Knowledge of all perfumes and their properties. Utpalabhūti teaches how fragrances can be used to cure diseases, dispel negative mental states, and induce spiritual experiences. He knows specific perfumes for each purpose, from generating worldly happiness to inspiring the memory of buddhas and renunciation of desire.","Sudhana finds Utpalabhūti, an expert who knows in depth all kinds of fragrances and their transforming effects.","Perfumer","Blue Lotus Manifestation","The land of Pṛthurāṣṭra.","Sudhana chega à terra chamada Pṛthurāṣṭra e encontra o comerciante de perfumes Utpalabhūti, que conta a Sudhana sobre seu domínio de perfumes que têm efeitos mágicos e espirituais.","24 UTPALABHŪTI Stem Array.pdf","https://drive.google.com/file/d/1LJpoqMIkKoDkjofsglBNd7cfPlXw_txH/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=24","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo24.glb"
